analysis_set,signal,coverage,n_retained,retained_error_rate,retained_correctness
archehr_test,answer_pairwise_distance,0.57,57,0.543859649122807,0.45614035087719296
archehr_test,answer_pairwise_distance,0.58,58,0.5517241379310345,0.4482758620689655
archehr_test,answer_pairwise_distance,0.59,59,0.5423728813559322,0.4576271186440678
archehr_test,answer_pairwise_distance,0.6,60,0.55,0.44999999999999996
archehr_test,answer_pairwise_distance,0.61,61,0.5409836065573771,0.4590163934426229
archehr_test,answer_pairwise_distance,0.62,62,0.5483870967741935,0.4516129032258065
archehr_test,answer_pairwise_distance,0.63,63,0.5396825396825397,0.46031746031746035
archehr_test,answer_pairwise_distance,0.64,64,0.53125,0.46875
archehr_test,answer_pairwise_distance,0.65,65,0.5384615384615384,0.46153846153846156
archehr_test,answer_pairwise_distance,0.66,66,0.5454545454545454,0.4545454545454546
archehr_test,answer_pairwise_distance,0.67,67,0.5522388059701493,0.4477611940298507
archehr_test,answer_pairwise_distance,0.68,68,0.5441176470588235,0.4558823529411765
archehr_test,answer_pairwise_distance,0.69,69,0.5362318840579711,0.46376811594202894
archehr_test,answer_pairwise_distance,0.7,70,0.5285714285714286,0.4714285714285714
archehr_test,answer_pairwise_distance,0.71,71,0.5352112676056338,0.46478873239436624
archehr_test,answer_pairwise_distance,0.72,72,0.5416666666666666,0.45833333333333337
archehr_test,answer_pairwise_distance,0.73,73,0.547945205479452,0.452054794520548
archehr_test,answer_pairwise_distance,0.74,74,0.5540540540540541,0.44594594594594594
archehr_test,answer_pairwise_distance,0.75,75,0.5466666666666666,0.45333333333333337
archehr_test,answer_pairwise_distance,0.76,76,0.5526315789473685,0.4473684210526315
archehr_test,answer_pairwise_distance,0.77,77,0.5584415584415584,0.4415584415584416
archehr_test,answer_pairwise_distance,0.78,78,0.5641025641025641,0.4358974358974359
archehr_test,answer_pairwise_distance,0.79,79,0.5569620253164557,0.44303797468354433
archehr_test,answer_pairwise_distance,0.8,80,0.55,0.44999999999999996
archehr_test,answer_pairwise_distance,0.81,81,0.5555555555555556,0.4444444444444444
archehr_test,answer_pairwise_distance,0.82,82,0.5487804878048781,0.4512195121951219
archehr_test,answer_pairwise_distance,0.83,83,0.5421686746987951,0.45783132530120485
archehr_test,answer_pairwise_distance,0.84,84,0.5476190476190477,0.45238095238095233
archehr_test,answer_pairwise_distance,0.85,85,0.5529411764705883,0.44705882352941173
archehr_test,answer_pairwise_distance,0.86,86,0.5581395348837209,0.4418604651162791
archehr_test,answer_pairwise_distance,0.87,87,0.5632183908045977,0.4367816091954023
archehr_test,answer_pairwise_distance,0.88,88,0.5681818181818182,0.43181818181818177
archehr_test,answer_pairwise_distance,0.89,89,0.5730337078651685,0.4269662921348315
archehr_test,answer_pairwise_distance,0.9,90,0.5777777777777777,0.4222222222222223
archehr_test,answer_pairwise_distance,0.91,91,0.5714285714285714,0.4285714285714286
archehr_test,answer_pairwise_distance,0.92,92,0.5760869565217391,0.42391304347826086
archehr_test,answer_pairwise_distance,0.93,93,0.5806451612903226,0.4193548387096774
archehr_test,answer_pairwise_distance,0.94,94,0.5851063829787234,0.4148936170212766
archehr_test,answer_pairwise_distance,0.95,95,0.5894736842105263,0.41052631578947374
archehr_test,answer_pairwise_distance,0.96,96,0.59375,0.40625
archehr_test,answer_pairwise_distance,0.97,97,0.5876288659793815,0.41237113402061853
archehr_test,answer_pairwise_distance,0.98,98,0.5918367346938775,0.40816326530612246
archehr_test,answer_pairwise_distance,0.99,99,0.5959595959595959,0.4040404040404041
archehr_test,answer_pairwise_distance,1.0,100,0.59,0.41000000000000003
